Longevity,Churn,HappinessIndex,ChangeHappinessIndex,SupportCases,ChangeSupportCases,SupportPriority,ChangeSupportPriority,ChangeNumberLogins,ChangeNumberBlogs,ChangeNumberViews,DaysLastLogin,HasSP,HasChangeSP,HasNullHI,PreviousHappinessIndex,IsRatedHI,HasSC,HasChangeSC,HasChangeNBlogs,HasChangeNViews,LongevityFlip,Longevity6,Longevity12,Longevity18,Longevity24,CustomerActivity1,CustomerActivity2,IsActive,MonthlyHappinessIndex
28,0,87,0,0,0,0,0,2,0,-41,31,0,0,0,87,1,0,0,0,1,39,4,4,10,4,0.306008469079,-0.100806552104,1,3.10714285714
34,0,32,-1,0,0,0,0,18,0,0,6,0,0,0,33,1,0,0,0,0,33,4,10,16,10,0.0563498813147,-0.00258619438955,1,0.941176470588
20,0,116,46,0,0,0,0,14,0,-10,31,0,0,0,70,1,0,0,0,1,47,2,8,2,20,0.379693563456,-0.0271214577275,1,5.8
17,0,184,58,2,1,4,1,153,0,-55,-2,1,1,0,126,1,1,1,0,1,50,5,5,17,17,0.741966793894,0.794351980743,0,10.8235294118
19,1,88,0,0,0,0,0,0,0,216,31,0,0,0,88,1,0,0,0,1,48,1,7,1,19,0.314518580546,-0.0922964406374,1,4.63157894737
20,0,49,-21,0,0,0,0,-2,0,0,3,0,0,0,70,1,0,0,0,0,47,2,8,2,20,-0.104106690677,-0.121297292923,1,2.45
20,0,31,9,0,0,0,0,0,0,-26,30,0,0,0,22,1,0,0,0,1,47,2,8,2,20,0.281411766853,-0.111488096511,1,1.55
12,1,162,-18,0,0,0,0,57,1,170,-1,0,0,0,180,1,0,0,1,1,55,0,0,12,12,0.257553247015,0.296023276045,1,13.5
17,0,0,0,0,0,0,0,0,0,4,31,0,0,1,0,0,0,0,0,1,50,5,5,17,17,0.297706055566,-0.109108965618,1,0.0
19,1,0,0,0,0,0,0,0,0,-2,31,0,0,1,0,0,0,0,0,1,48,1,7,1,19,0.297230229387,-0.109584791796,1,0.0
20,0,90,-39,0,0,0,0,-5,-2,-32,2,0,0,0,129,1,0,0,1,1,47,2,8,2,20,-0.245648426023,-0.248923870451,1,4.5
18,0,132,-2,1,-2,3,0,-11,0,193,-2,1,0,0,134,1,1,1,0,1,49,0,6,0,18,-0.211796732032,-0.159411545183,1,7.33333333333
20,0,174,-14,0,0,0,0,18,-2,-204,1,0,0,0,188,1,0,0,1,1,47,2,8,2,20,-0.136686170984,-0.126046457593,1,8.7
18,0,134,-68,0,-5,0,-3,-61,-1,83,-1,0,1,0,202,1,0,1,1,1,49,0,6,0,18,-0.557023887054,-0.518553858024,0,7.44444444444
17,1,0,-9,0,-1,0,-3,-2,0,-8,-18,0,1,1,9,1,0,1,0,1,50,5,5,17,17,-0.396959439784,-0.121931727828,1,0.0
19,0,212,3,5,4,3,0,8,-1,-44,0,1,0,0,209,1,1,1,1,1,48,1,7,1,19,-0.143627093408,-0.119072222197,1,11.1578947368
19,0,129,5,0,0,0,0,23,0,-137,4,0,0,0,124,1,0,0,0,1,48,1,7,1,19,0.0473326425632,0.0162268824973,1,6.78947368421
10,0,215,27,2,2,3,3,197,2,-668,0,1,1,0,188,1,1,1,1,1,57,4,10,10,10,1.08963012485,1.11418499606,0,21.5
19,0,137,2,0,0,0,0,24,2,1918,1,0,0,0,135,1,0,0,1,1,48,1,7,1,19,0.28177536336,0.292415076752,1,7.21052631579
19,0,104,19,0,0,0,0,9,0,0,-1,0,0,0,85,1,0,0,0,0,48,1,7,1,19,-0.0944762177598,-0.0560061887298,1,5.47368421053
18,0,154,12,2,1,3,0,50,0,618,3,1,0,0,142,1,1,1,0,1,49,0,6,0,18,0.253552261916,0.236361659669,1,8.55555555556
19,0,159,2,4,3,3,0,14,0,40,-1,1,0,0,157,1,1,1,0,1,48,1,7,1,19,-0.0616262686017,-0.0231562395718,1,8.36842105263
19,0,80,10,0,0,0,0,0,0,237,18,0,0,0,70,1,0,0,0,1,48,1,7,1,19,0.135286920522,-0.090631049012,1,4.21052631579
19,0,131,-12,2,2,3,3,-17,-10,606,3,1,1,0,143,1,1,1,1,1,48,1,7,1,19,-0.681492436169,-0.698683038416,0,6.89473684211
19,0,103,35,0,0,0,0,5,1,117,-18,0,0,0,68,1,0,0,1,1,48,1,7,1,19,-0.291856423344,-0.0168287113883,1,5.42105263158
18,1,112,1,0,0,0,0,-4,0,-4076,-3,0,0,0,111,1,0,0,0,1,49,0,6,0,18,-0.522713331499,-0.456412986831,1,6.22222222222
19,0,62,-18,0,0,0,0,-7,0,0,5,0,0,0,80,1,0,0,0,0,48,1,7,1,19,-0.105954149672,-0.150975067557,1,3.26315789474
19,0,48,-47,0,0,0,0,-6,-1,-10,10,0,0,0,95,1,0,0,1,1,48,1,7,1,19,-0.0848769358444,-0.199473642825,1,2.52631578947
19,0,132,31,0,0,0,0,89,1,-413,1,0,0,0,101,1,0,0,1,1,48,1,7,1,19,0.429086876612,0.439726590004,1,6.94736842105
19,0,35,-36,0,0,0,0,12,-1,0,2,0,0,0,71,1,0,0,1,0,48,1,7,1,19,-0.0885651660861,-0.0918406105137,1,1.84210526316
19,0,123,-6,0,0,0,0,-3,0,26,1,0,0,0,129,1,0,0,0,1,48,1,7,1,19,-0.135810647801,-0.125170934409,1,6.47368421053
19,0,165,-11,0,0,0,0,-15,1,-102,-1,0,0,0,176,1,0,0,1,1,48,1,7,1,19,-0.191377494474,-0.152907465444,1,8.68421052632
18,1,103,-2,0,0,0,0,35,0,35,-3,0,0,0,105,1,0,0,0,1,49,0,6,0,18,0.034793547405,0.101093892073,1,5.72222222222
18,0,215,-11,1,-4,3,0,-18,8,2561,0,1,0,0,226,1,1,1,1,1,49,0,6,0,18,0.391406123486,0.415960994696,1,11.9444444444
19,0,65,-17,0,0,0,0,-2,0,-6,2,0,0,0,82,1,0,0,0,1,48,1,7,1,19,-0.118497674675,-0.121773119102,1,3.42105263158
18,0,0,0,0,0,0,0,2,0,-12,31,0,0,1,0,0,0,0,0,1,49,0,6,0,18,0.308308295609,-0.0985067255741,1,0.0
19,0,195,0,8,3,3,0,124,0,2723,0,1,0,0,195,1,1,1,0,1,48,1,7,1,19,0.81797353739,0.842528408601,0,10.2631578947
18,1,150,29,0,0,0,0,-9,3,-897,0,0,0,0,121,1,0,0,1,1,49,0,6,0,18,-0.0976138026429,-0.0730589314321,1,8.33333333333
19,0,130,48,0,0,0,0,12,5,4,-1,0,0,0,82,1,0,0,1,1,48,1,7,1,19,0.191853097292,0.230323126322,1,6.84210526316
14,0,216,52,3,3,3,3,39,-3,-206,3,1,1,0,164,1,1,1,1,1,53,2,2,14,14,-0.0380088971755,-0.0551994994222,1,15.4285714286
18,1,0,-26,0,0,0,0,-2,0,5,-20,0,0,1,26,1,0,0,0,1,49,0,6,0,18,-0.423758798702,-0.120900771108,1,0.0
18,1,30,-7,0,0,0,0,0,0,0,-10,0,0,0,37,1,0,0,0,0,49,0,6,0,18,-0.273132632473,-0.10942618307,1,1.66666666667
19,0,187,-17,0,-1,0,-3,-34,-9,-110,0,0,1,0,204,1,0,1,1,1,48,1,7,1,19,-0.827283180806,-0.802728309596,0,9.84210526316
19,0,74,-42,0,-1,0,-3,41,-1,-25,-2,0,1,0,116,1,0,1,1,1,48,1,7,1,19,0.0259226864336,0.0783078732827,1,3.89473684211
18,0,175,47,0,0,0,0,41,2,-9,3,0,0,0,128,1,0,0,1,1,49,0,6,0,18,0.257690605031,0.240500002784,1,9.72222222222
19,0,76,8,0,0,0,0,6,0,-37,31,0,0,0,68,1,0,0,0,1,48,1,7,1,19,0.330067906238,-0.0767471149451,1,4.0
11,0,140,-3,0,0,0,0,-3,0,-4,1,0,0,0,143,1,0,0,0,1,56,5,11,11,11,-0.138189778694,-0.127550065303,1,12.7272727273
18,0,213,14,1,1,0,0,115,2,58,-1,0,0,0,199,1,1,1,1,1,49,0,6,0,18,0.646574430659,0.685044459688,0,11.8333333333
18,1,145,34,0,0,0,0,54,4,190,3,0,0,0,111,1,0,0,1,1,49,0,6,0,18,0.457916560466,0.440725958219,1,8.05555555556
18,1,86,-7,0,0,0,0,-2,0,8,2,0,0,0,93,1,0,0,0,1,49,0,6,0,18,-0.117387413591,-0.120662858019,1,4.77777777778
19,0,67,-15,0,0,0,0,-4,0,-296,0,0,0,0,82,1,0,0,0,1,48,1,7,1,19,-0.181197365469,-0.156642494259,1,3.52631578947
17,0,64,-78,0,0,0,0,-25,-2,1469,10,0,0,0,142,1,0,0,1,1,50,5,5,17,17,-0.134002412969,-0.24859911995,1,3.76470588235
27,0,152,38,0,0,0,0,96,0,-96,0,0,0,0,114,1,0,0,0,1,40,3,3,9,3,0.428218999823,0.452773871034,1,5.62962962963
14,1,49,-36,0,0,0,0,-4,0,7,-53,0,0,0,85,1,0,0,0,1,53,2,2,14,14,-0.894671507862,-0.132613272235,1,3.5
26,0,145,0,0,0,0,0,21,0,-398,0,0,0,0,145,1,0,0,0,1,41,2,2,8,2,-0.0408975373397,-0.016342666129,1,5.57692307692
27,1,37,-44,0,0,0,0,-1,-1,-1,-66,0,0,0,81,1,0,0,1,1,40,3,3,9,3,-1.1120374162,-0.169082128924,1,1.37037037037
27,1,18,2,0,0,0,0,2,0,5,31,0,0,0,16,1,0,0,0,1,40,3,3,9,3,0.309656469782,-0.0971585514011,1,0.666666666667
26,0,165,22,0,-4,0,-3,-16,1,-41,-3,0,1,0,143,1,0,1,1,1,41,2,2,8,2,-0.220305798889,-0.154005454221,1,6.34615384615
28,1,92,-27,0,0,0,0,33,0,712,3,0,0,0,119,1,0,0,0,1,39,4,4,10,4,0.160102438295,0.142911836048,1,3.28571428571
25,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,42,1,1,7,1,0.297388838113,-0.10942618307,1,0.0
28,0,52,1,1,1,3,3,-1,0,68,-28,1,1,0,51,1,1,1,0,1,39,4,4,10,4,-0.524148331453,-0.109969041305,1,1.85714285714
28,0,58,-31,0,0,0,0,-4,-1,-16,3,0,0,0,89,1,0,0,1,1,39,4,4,10,4,-0.170887756904,-0.188078359151,1,2.07142857143
28,0,203,16,0,0,0,0,-41,-1,-390,-2,0,0,0,187,1,0,0,1,1,39,4,4,10,4,-0.489738910092,-0.437353723243,1,7.25
27,0,37,9,0,0,0,0,19,0,-204,17,0,0,0,28,1,0,0,0,1,40,3,3,9,3,0.199174082177,-0.0128287295382,1,1.37037037037
27,1,89,0,0,0,0,0,-23,0,52,2,0,0,0,89,1,0,0,0,1,40,3,3,9,3,-0.238544675075,-0.241820119502,1,3.2962962963
27,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,40,3,3,9,3,0.297388838113,-0.10942618307,1,0.0
28,0,154,15,0,0,0,0,58,0,-164,-4,0,0,0,139,1,0,0,0,1,39,4,4,10,4,0.14161458464,0.221830087128,1,5.5
28,0,22,-42,0,0,0,0,-3,0,550,18,0,0,0,64,1,0,0,0,1,39,4,4,10,4,0.142302521397,-0.0836154481373,1,0.785714285714
28,0,207,-1,2,-1,3,0,13,2,207,-1,1,0,0,208,1,1,1,1,1,39,4,4,10,4,0.0529641782395,0.0914342072695,1,7.39285714286
27,0,70,35,0,0,0,0,6,0,3,31,0,0,0,35,1,0,0,0,1,40,3,3,9,3,0.333240080763,-0.0735749404206,1,2.59259259259
26,0,131,-41,0,-4,0,-3,-31,-1,294,2,0,1,0,172,1,0,1,1,1,41,2,2,8,2,-0.320478545178,-0.323753989606,1,5.03846153846
26,1,80,0,1,1,3,3,23,0,0,20,1,1,0,80,1,1,1,0,0,41,2,2,8,2,0.280839865417,0.0270915802439,1,3.07692307692
26,1,91,25,0,0,0,0,-12,0,-8,0,0,0,0,66,1,0,0,0,1,41,2,2,8,2,-0.205842148306,-0.181287277095,1,3.5
17,0,92,-21,0,0,0,0,-9,0,268,3,0,0,0,113,1,0,0,0,1,50,5,5,17,17,-0.124402005849,-0.141592608096,1,5.41176470588
25,1,70,-27,0,0,0,0,12,0,-1,0,0,0,0,97,1,0,0,0,1,42,1,1,7,1,-0.0628336995236,-0.0382788283128,1,2.8
26,1,115,-25,0,0,0,0,4,0,-620,7,0,0,0,140,1,0,0,0,1,41,2,2,8,2,-0.0620014349707,-0.134852668494,1,4.42307692308
27,0,188,3,1,-6,3,0,22,1,-221,4,1,0,0,185,1,1,1,1,1,40,3,3,9,3,0.0883766076988,0.0572708476329,1,6.96296296296
26,0,73,24,0,0,0,0,6,0,19,31,0,0,0,49,1,0,0,0,1,41,2,2,8,2,0.334508950573,-0.0723060706107,1,2.80769230769
25,0,42,-63,0,-1,0,-3,-21,-1,196,3,0,1,0,105,1,0,1,1,1,42,1,1,7,1,-0.254979665677,-0.272170267924,1,1.68
26,1,83,0,0,0,0,0,0,0,-11,-5,0,0,0,83,1,0,0,0,1,41,2,2,8,2,-0.204429191371,-0.110298531064,1,3.19230769231
25,1,231,51,0,0,0,0,-13,1,311,-3,0,0,0,180,1,0,0,1,1,42,1,1,7,1,-0.174583998293,-0.108283653625,1,9.24
23,1,70,-77,0,-1,0,-3,-50,-3,793,0,0,1,0,147,1,0,1,1,1,44,5,11,5,23,-0.528793700358,-0.504238829147,0,3.04347826087
27,0,148,-24,0,0,0,0,-30,1,-1142,4,0,0,0,172,1,0,0,1,1,40,3,3,9,3,-0.293311566918,-0.324417326984,1,5.48148148148
27,0,130,-2,0,0,0,0,5,0,-49,9,0,0,0,132,1,0,0,0,1,40,3,3,9,3,0.0170472269326,-0.0836343222292,1,4.81481481481
27,0,127,-4,0,0,0,0,-4,-5,4,-13,0,0,0,131,1,0,0,1,1,40,3,3,9,3,-0.606508541004,-0.401056618144,1,4.7037037037
27,0,182,15,0,0,0,0,32,1,166,3,0,0,0,167,1,0,0,1,1,40,3,3,9,3,0.164507787672,0.147317185425,1,6.74074074074
26,0,84,-11,0,0,0,0,-12,0,-948,1,0,0,0,95,1,0,0,0,1,41,2,2,8,2,-0.266473091814,-0.255833378423,1,3.23076923077
25,0,60,-20,0,-2,0,-3,-21,0,39,-88,0,1,0,80,1,0,1,0,1,42,1,1,7,1,-1.48006872567,-0.230979966369,1,2.4
26,0,224,-3,0,-1,0,-3,53,3,-447,-1,0,1,0,227,1,0,1,1,1,41,2,2,8,2,0.292162408395,0.330632437424,1,8.61538461538
26,0,115,-19,0,0,0,0,-1,0,-358,-4,0,0,0,134,1,0,0,0,1,41,2,2,8,2,-0.223968202479,-0.143752699992,1,4.42307692308
17,1,36,-27,0,0,0,0,0,0,-4,31,0,0,0,63,1,0,0,0,1,50,5,5,17,17,0.297071620661,-0.109743400523,1,2.11764705882
26,0,100,-11,0,0,0,0,-1,0,27,6,0,0,0,111,1,0,0,0,1,41,2,2,8,2,-0.0542844444884,-0.113220520193,1,3.84615384615
25,0,153,27,0,0,0,0,13,2,213,-1,0,0,0,126,1,0,0,1,1,42,1,1,7,1,0.0534400044182,0.0919100334481,1,6.12
24,0,77,8,0,0,0,0,-9,0,-446,5,0,0,0,69,1,0,0,0,1,43,0,0,6,0,-0.153195005474,-0.198215923359,1,3.20833333333
26,0,119,-72,0,0,0,0,-35,-2,-103,2,0,0,0,191,1,0,0,1,1,41,2,2,8,2,-0.429345683606,-0.432621128033,1,4.57692307692
26,0,80,-8,0,0,0,0,-1,0,-370,-1,0,0,0,88,1,0,0,0,1,41,2,2,8,2,-0.183174381379,-0.144704352349,1,3.07692307692
26,0,190,0,0,-2,0,-3,31,24,38,0,0,1,0,190,1,0,1,1,1,41,2,2,8,2,1.34042079178,1.36497566299,0,7.30769230769
26,0,113,-4,2,1,3,0,3,0,-20,-2,1,0,0,117,1,1,1,0,1,41,2,2,8,2,-0.145590792401,-0.0932056055523,1,4.34615384615
26,0,141,41,0,0,0,0,13,4,-191,10,0,0,0,100,1,0,0,1,1,41,2,2,8,2,0.281749950859,0.167153243878,1,5.42307692308
25,0,133,-16,2,1,3,0,22,-1,1618,-2,1,0,0,149,1,1,1,1,1,42,1,1,7,1,0.0434442114231,0.0958293982722,1,5.32
24,0,128,-17,0,0,0,0,-8,0,1645,-8,0,0,0,145,1,0,0,0,1,43,0,0,6,0,-0.162331078925,-0.0264549451606,1,5.33333333333
25,0,56,29,0,0,0,0,1,0,-7,25,0,0,0,27,1,0,0,0,1,42,1,1,7,1,0.219278315583,-0.104045758685,1,2.24
13,1,68,-10,0,-2,0,-3,0,0,-67,18,0,1,0,78,1,0,1,0,1,54,1,1,13,13,0.111178394136,-0.114739575399,1,5.23076923077
25,0,149,-1,0,0,0,0,11,0,-701,-3,0,0,0,150,1,0,0,0,1,42,1,1,7,1,-0.166027782088,-0.0997274374196,1,5.96
25,0,50,-17,0,0,0,0,0,0,4,31,0,0,0,67,1,0,0,0,1,42,1,1,7,1,0.297706055566,-0.109108965618,1,2.0
15,1,6,-86,0,0,0,0,-18,0,0,-47,0,0,0,92,1,0,0,0,0,52,3,3,15,15,-0.894833460462,-0.216266171751,1,0.4
25,0,29,29,0,0,0,0,14,0,0,31,0,0,0,0,1,0,0,0,0,42,1,1,7,1,0.380486607087,-0.0263284140963,1,1.16
22,0,106,-22,0,0,0,0,19,-1,-1212,3,0,0,0,128,1,0,0,1,1,45,4,10,4,22,-0.129218011875,-0.146408614121,1,4.81818181818
21,0,171,-20,0,-1,0,-3,12,-5,-13,3,0,1,0,191,1,0,1,1,1,46,3,9,3,21,-0.290245311243,-0.30743591349,1,8.14285714286
24,0,176,77,1,1,3,3,98,2,333,-21,1,1,0,99,1,1,1,1,1,43,0,0,6,0,0.289175540378,0.605948725791,0,7.33333333333
23,0,169,8,0,0,0,0,61,3,2,2,0,0,0,161,1,0,0,1,1,44,5,11,5,23,0.416999980304,0.413724535876,1,7.34782608696
24,0,169,-2,0,0,0,0,3,2,1,3,0,0,0,171,1,0,0,1,1,43,0,0,6,0,0.0329325614477,0.0157419592009,1,7.04166666667
22,0,190,6,0,0,0,0,10,3,1296,-1,0,0,0,184,1,0,0,1,1,45,4,10,4,22,0.175161051455,0.213631080485,1,8.63636363636
25,0,121,22,0,0,0,0,2,0,70,31,0,0,0,99,1,0,0,0,1,42,1,1,7,1,0.314811253385,-0.0920037677987,1,4.84
24,1,140,7,0,-1,0,-3,29,-2,0,0,0,1,0,133,1,0,1,1,0,43,0,0,6,0,-0.0691321345345,-0.0445772633237,1,5.83333333333
24,0,110,0,1,0,3,0,88,0,-112,-2,1,0,0,110,1,1,0,0,1,43,0,0,6,0,0.351635374961,0.40402056181,1,4.58333333333
18,0,160,-20,1,1,2,2,21,0,339,0,1,1,0,180,1,1,1,0,1,49,0,6,0,18,0.0175497782755,0.0421046494863,1,8.88888888889
25,0,131,-1,0,-1,0,-3,9,-1,3617,0,0,1,0,132,1,0,1,1,1,42,1,1,7,1,0.15264173488,0.177196606091,1,5.24
24,0,200,0,0,0,0,0,39,0,1044,0,0,0,0,200,1,0,0,0,1,43,0,0,6,0,0.180299342952,0.204854214162,1,8.33333333333
16,0,75,0,0,0,0,0,-5,0,-30,3,0,0,0,75,1,0,0,0,1,51,4,4,16,16,-0.12429248635,-0.141483088597,1,4.6875
24,0,8,-22,0,0,0,0,-18,0,0,-11,0,0,0,30,1,0,0,0,0,43,0,0,6,0,-0.393887778972,-0.216266171751,1,0.333333333333
25,0,177,-1,1,1,3,3,-1,-1,213,0,1,1,0,178,1,1,1,1,1,42,1,1,7,1,-0.176665866428,-0.152110995217,1,7.08
24,0,130,33,2,2,3,3,35,2,39,0,1,1,0,97,1,1,1,1,1,43,0,0,6,0,0.184138411443,0.208693282654,1,5.41666666667
24,1,30,1,0,0,0,0,0,0,13,31,0,0,0,29,1,0,0,0,1,43,0,0,6,0,0.298419794834,-0.10839522635,1,1.25
25,0,0,0,0,0,0,0,0,0,-4,31,0,0,1,0,0,0,0,0,1,42,1,1,7,1,0.297071620661,-0.109743400523,1,0.0
24,1,13,-52,0,0,0,0,-1,0,20,22,0,0,0,65,1,0,0,0,1,43,0,0,6,0,0.167802950076,-0.113775650735,1,0.541666666667
22,0,0,-1,0,0,0,0,0,0,-70,31,0,0,1,1,1,0,0,0,1,45,4,10,4,22,0.291837532695,-0.114977488488,1,0.0
23,0,220,11,1,1,3,3,54,2,-357,0,1,1,0,209,1,1,1,1,1,44,5,11,5,23,0.265509427257,0.290064298468,1,9.5652173913
19,1,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,48,1,7,1,19,0.297388838113,-0.10942618307,1,0.0
24,0,107,-58,0,0,0,0,-8,-2,-31,-1,0,0,0,165,1,0,0,1,1,43,0,0,6,0,-0.305121259898,-0.266651230868,1,4.45833333333
12,0,25,-10,3,2,3,0,-2,0,0,0,1,0,0,35,1,1,1,0,0,55,0,0,12,12,-0.145852164134,-0.121297292923,1,2.08333333333
24,1,81,-16,0,0,0,0,9,0,297,-13,0,0,0,97,1,0,0,0,1,43,0,0,6,0,-0.237904715745,-0.0324527928849,1,3.375
24,0,49,10,0,0,0,0,1,0,0,-127,0,0,0,39,1,0,0,0,0,43,0,0,6,0,-1.89527054239,-0.103490628143,1,2.04166666667
23,0,143,35,2,1,3,0,29,2,-209,1,1,0,0,108,1,1,1,1,1,44,5,11,5,23,0.142772757649,0.153412471041,1,6.21739130435
24,1,20,-39,0,0,0,0,0,0,-42,31,0,0,0,59,1,0,0,0,1,43,0,0,6,0,0.294058054863,-0.112756966321,1,0.833333333333
23,0,48,-35,0,0,0,0,-8,0,-400,9,0,0,0,83,1,0,0,0,1,44,5,11,5,23,-0.0879508185676,-0.188632367729,1,2.08695652174
22,0,88,0,0,0,0,0,5,0,-10,4,0,0,0,88,1,0,0,0,1,45,4,10,4,22,-0.0494356920018,-0.0805414520678,1,4.0
24,0,88,9,0,0,0,0,45,0,-14,0,0,0,0,79,1,0,0,0,1,43,0,0,6,0,0.132008656337,0.156563527548,1,3.66666666667
23,0,179,20,3,3,3,3,69,0,184,-1,1,1,0,159,1,1,1,0,1,44,5,11,5,23,0.276249080655,0.314719109685,1,7.78260869565
24,1,131,-4,0,-1,0,-3,1,-1,178,-1,0,1,0,135,1,0,1,1,1,43,0,0,6,0,-0.181485567103,-0.143015538073,1,5.45833333333
23,0,74,22,0,0,0,0,8,0,-12,31,0,0,0,52,1,0,0,0,1,44,5,11,5,23,0.34392162517,-0.0628933960139,1,3.21739130435
24,0,55,0,0,0,0,0,4,0,3,30,0,0,0,55,1,0,0,0,1,43,0,0,6,0,0.30745381309,-0.085446050274,1,2.29166666667
24,0,59,-9,0,0,0,0,2,0,-177,31,0,0,0,68,1,0,0,0,1,43,0,0,6,0,0.295223075696,-0.111591945488,1,2.45833333333
24,0,85,9,0,0,0,0,-1,0,136,6,0,0,0,76,1,0,0,0,1,43,0,0,6,0,-0.045640268909,-0.104576344613,1,3.54166666667
24,1,112,16,1,1,3,3,11,0,143,0,1,1,0,96,1,1,1,0,1,43,0,0,6,0,-0.0573494261618,-0.0327945549511,1,4.66666666667
24,1,71,1,1,1,3,3,10,1,0,-7,1,1,0,70,1,1,1,1,0,43,0,0,6,0,-0.118390523184,0.00357045276079,1,2.95833333333
8,0,133,3,0,-2,0,-3,68,3,57,1,0,1,0,130,1,0,1,1,1,59,2,8,8,8,0.448995446943,0.459635160335,0,16.625
24,0,189,34,0,0,0,0,26,2,2050,-9,0,0,0,155,1,0,0,1,1,43,0,0,6,0,0.164963070953,0.314754362536,1,7.875
23,0,56,15,0,0,0,0,-2,0,8,-121,0,0,0,41,1,0,0,0,1,44,5,11,5,23,-1.82895182535,-0.120662858019,1,2.4347826087
24,0,132,-38,0,0,0,0,-33,-3,-71,3,0,0,0,170,1,0,0,1,1,43,0,0,6,0,-0.454662762877,-0.471853365124,0,5.5
23,0,145,-26,0,-1,0,-3,44,0,-79,-1,0,1,0,171,1,0,1,0,1,44,5,11,5,23,0.107003159989,0.145473189019,1,6.30434782609
24,0,136,-14,0,0,0,0,20,-2,-211,2,0,0,0,150,1,0,0,1,1,43,0,0,6,0,-0.111455033854,-0.114730478281,1,5.66666666667
23,0,96,-11,0,0,0,0,-5,0,-131,-4,0,0,0,107,1,0,0,0,1,44,5,11,5,23,-0.229708331759,-0.149492829272,1,4.17391304348
23,0,31,10,0,0,0,0,0,0,-207,31,0,0,0,21,1,0,0,0,1,44,5,11,5,23,0.280972834949,-0.125842186235,1,1.34782608696
22,1,34,26,0,0,0,0,4,0,2,31,0,0,0,8,1,0,0,0,1,45,4,10,4,22,0.321289666546,-0.0855253546371,1,1.54545454545
22,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,45,4,10,4,22,0.283473680294,-0.10942618307,1,0.0
22,0,115,1,1,-5,3,0,-29,1,-4,0,1,0,0,114,1,1,1,1,1,45,4,10,4,22,-0.252788278044,-0.228233406833,1,5.22727272727
22,0,160,0,1,-2,3,0,-35,0,1007,-1,1,0,0,160,1,1,1,0,1,45,4,10,4,22,-0.275781140878,-0.237311111848,1,7.27272727273
18,1,63,-1,0,0,0,0,6,0,-1056,-45,0,0,0,64,1,0,0,0,1,49,0,6,0,18,-0.808295234032,-0.157558260959,1,3.5
23,0,113,0,0,-3,0,-3,32,0,0,0,0,1,0,113,1,0,1,0,0,44,5,11,5,23,0.0559567033734,0.0805115745842,1,4.91304347826
19,1,104,0,0,0,0,0,-1,0,-9,2,0,0,0,104,1,0,0,0,1,48,1,7,1,19,-0.112800032837,-0.116075477265,1,5.47368421053
23,0,190,-15,6,5,3,0,90,118,1345,0,1,0,0,205,1,1,1,1,1,44,5,11,5,23,6.83653147205,6.86108634326,0,8.26086956522
23,0,123,14,0,0,0,0,5,0,15,0,0,0,0,109,1,0,0,0,1,44,5,11,5,23,-0.103113714201,-0.0785588429899,1,5.34782608696
20,0,175,-7,0,0,0,0,-10,4,54,0,0,0,0,182,1,0,0,1,1,47,2,8,2,20,0.025510178316,0.0500650495268,1,8.75
23,0,5,-24,0,-2,0,0,-17,0,0,-114,0,0,0,29,1,0,1,0,0,44,5,11,5,23,-1.82121347942,-0.210330616824,1,0.217391304348
23,1,15,-3,0,0,0,0,0,0,0,31,0,0,0,18,1,0,0,0,0,44,5,11,5,23,0.297388838113,-0.10942618307,1,0.652173913043
23,0,113,10,2,2,3,3,16,0,-57,31,1,1,0,103,1,1,1,0,1,44,5,11,5,23,0.387837368243,-0.0189776529405,1,4.91304347826
3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,64,3,3,3,3,-0.122109944427,-0.0975550732167,1,0.0
22,0,140,3,0,0,0,0,111,5,-6,2,0,0,0,137,1,0,0,1,1,45,4,10,4,22,0.820425464862,0.817150020434,0,6.36363636364
23,0,62,3,0,0,0,0,0,0,20,31,0,0,0,59,1,0,0,0,1,44,5,11,5,23,0.298974925376,-0.107840095808,1,2.69565217391
22,0,161,26,1,1,3,3,42,7,-96,-2,1,1,0,135,1,1,1,1,1,45,4,10,4,22,0.455356324091,0.50774151094,0,7.31818181818
21,1,38,35,0,0,0,0,14,0,0,31,0,0,0,3,1,0,0,0,0,46,3,9,3,21,0.380486607087,-0.0263284140963,1,1.80952380952
22,0,121,-38,0,0,0,0,10,-1,-79,-1,0,0,0,159,1,0,0,1,1,45,4,10,4,22,-0.148446794083,-0.109976765053,1,5.5
23,0,19,-71,0,0,0,0,-4,-1,-12,3,0,0,0,90,1,0,0,1,1,44,5,11,5,23,-0.170570539451,-0.187761141698,1,0.826086956522
7,0,185,15,2,-4,3,0,111,-1,241,-2,1,0,0,170,1,1,1,1,1,60,1,7,7,7,0.462506491891,0.51489167874,0,26.4285714286
11,0,150,-11,0,0,0,0,-5,-1,-227,-9,0,0,0,161,1,0,0,1,1,56,5,11,11,11,-0.360538426278,-0.210747134694,1,13.6363636364
