ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
" 4,514 ",6,0,217,95,4,2,3,0,38,6,1,-11
" 4,515 ",6,0,24,24,0,0,0,0,6,0,-28,31
" 4,516 ",6,0,122,-21,0,-2,0,-3,-12,-1,127,3
" 4,517 ",6,0,138,3,0,-4,0,-3,-58,0,588,0
" 4,518 ",5,0,142,-23,1,-1,3,0,-27,-4,0,-1
" 4,519 ",7,0,125,8,0,0,0,0,39,1,38,-8
" 4,520 ",6,0,112,24,1,-1,2,-1,-53,1,157,0
" 4,521 ",6,0,155,6,0,-6,0,-3,-2,2,67,0
" 4,522 ",7,0,205,-55,2,-2,2,-1,91,-1,43,0
" 4,523 ",7,0,98,-2,0,-2,0,-3,-5,0,76,0
" 4,524 ",7,0,178,11,0,-1,0,-3,82,-28,970,0
" 4,525 ",5,0,116,12,1,0,3,0,33,1,53,0
" 4,526 ",6,0,41,24,1,0,3,0,-4,0,14,9
" 4,527 ",6,0,128,2,2,2,3,3,5,-1,349,0
" 4,528 ",7,0,52,0,18,13,3,0,35,0,0,-2
" 4,529 ",6,0,86,-18,0,0,0,0,-7,0,114,1
" 4,530 ",7,0,66,36,1,1,3,3,20,1,-129,0
" 4,531 ",7,0,200,-2,4,-3,3,0,-28,1,-13,0
" 4,532 ",7,0,0,0,0,0,0,0,20,0,0,31
" 4,533 ",6,1,71,-62,1,0,3,0,10,-2,-2,0
" 4,534 ",6,0,129,-14,6,-2,3,0,42,1,58,-2
" 4,535 ",6,0,5,0,0,-1,0,-3,9,0,0,0
" 4,536 ",6,0,130,2,0,0,0,0,-17,-8,0,0
" 4,537 ",5,0,120,55,7,1,3,0,44,0,830,2
" 4,538 ",5,0,145,24,20,7,3,0,126,0,215,0
" 4,539 ",7,0,74,1,0,0,0,0,4,0,7,18
" 4,540 ",6,0,32,0,2,2,3,3,6,0,3,0
" 4,541 ",6,0,186,36,3,3,3,3,58,2,68,0
" 4,542 ",5,0,118,57,3,0,3,0,56,-1,39,3
" 4,543 ",7,0,113,-7,1,1,3,3,19,0,2109,-3
" 4,544 ",6,0,146,-10,1,1,3,3,32,-1,129,-1
" 4,545 ",7,0,30,0,0,0,0,0,8,0,0,0
" 4,546 ",7,0,0,0,0,0,0,0,0,0,0,31
" 4,547 ",6,0,126,-13,0,-2,0,-3,-6,15,-21,0
" 4,548 ",6,0,108,11,1,0,3,0,16,0,13,0
" 4,549 ",6,0,17,-48,0,-4,0,-3,-31,0,155,3
" 4,550 ",3,0,41,41,0,0,0,0,72,0,0,0
" 4,551 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,552 ",3,1,0,-11,1,1,3,3,6,0,15,3
" 4,553 ",6,0,71,11,0,0,0,0,5,-1,0,5
" 4,554 ",7,0,89,6,0,-1,0,-3,22,0,1,-4
" 4,555 ",7,0,114,2,1,0,3,0,4,3,-28,-11
" 4,556 ",7,0,58,15,3,3,3,3,90,0,-192,3
" 4,557 ",6,0,138,51,2,2,3,3,6,3,149,-16
" 4,558 ",7,0,140,53,0,-1,0,-3,-4,15,13,0
" 4,559 ",7,0,0,-42,0,0,0,0,-2,-1,0,-3
" 4,560 ",7,0,0,-28,0,-1,0,-3,-7,0,13,9
" 4,561 ",6,0,109,58,4,3,2,-1,78,0,0,5
" 4,562 ",7,0,52,-12,0,-4,0,-3,-44,0,290,4
" 4,563 ",6,0,39,3,0,-1,0,-3,-30,0,0,0
" 4,564 ",7,0,112,79,0,0,0,0,11,4,6,4
" 4,565 ",4,0,41,40,1,1,3,3,26,0,9,3
" 4,566 ",7,0,0,0,0,0,0,0,0,0,-2,31
" 4,567 ",3,0,0,0,0,0,0,0,0,0,0,0
" 4,568 ",3,0,177,177,0,0,0,0,192,14,0,0
" 4,569 ",4,0,114,8,0,-1,0,-2,17,0,409,0
" 4,570 ",6,0,145,-36,0,-1,0,-2,32,-1,187,-2
" 4,571 ",5,0,38,-29,2,1,3,0,10,0,4,1
" 4,572 ",6,0,12,-36,0,0,0,0,-2,0,87,0
" 4,573 ",7,0,148,-2,1,-1,3,0,65,-3,45,-1
" 4,574 ",7,0,0,0,0,0,0,0,0,0,0,31
" 4,575 ",7,0,0,0,0,0,0,0,0,0,0,30
" 4,576 ",7,0,51,-8,0,-1,0,-3,-2,1,63,-11
" 4,577 ",7,0,53,26,0,-1,0,-3,-5,4,33,0
" 4,578 ",7,0,50,36,0,0,0,0,29,1,22,8
" 4,579 ",7,0,65,51,0,0,0,0,7,1,-81,5
" 4,580 ",7,0,65,15,0,0,0,0,2,0,11,-14
" 4,581 ",4,0,141,28,3,2,3,0,266,-2,156,0
" 4,582 ",6,1,0,-5,0,0,0,0,-2,0,117,-24
" 4,583 ",6,0,34,22,0,0,0,0,2,0,0,31
" 4,584 ",5,0,181,19,1,-2,3,0,8,-4,-10,12
" 4,585 ",7,0,65,19,1,1,3,3,32,0,2,-6
" 4,586 ",7,0,42,12,1,1,3,3,3,0,0,16
" 4,587 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,588 ",6,0,186,5,0,0,0,0,-28,-15,115,0
" 4,589 ",6,0,66,-12,0,0,0,0,-36,0,-42,1
" 4,590 ",6,0,188,27,1,-1,3,0,-8,5,177,3
" 4,591 ",6,0,90,-14,1,0,2,-1,48,0,-64,0
" 4,592 ",6,0,235,20,1,-8,3,0,-46,4,217,0
" 4,593 ",6,0,15,15,0,0,0,0,1,0,-75,29
" 4,594 ",7,0,0,0,0,0,0,0,0,0,-4,31
" 4,595 ",5,0,69,-21,3,-3,3,0,-76,-1,5,0
" 4,596 ",6,0,151,16,2,2,3,3,-19,0,588,-1
" 4,597 ",6,0,127,2,3,-2,3,0,-26,1,508,0
" 4,598 ",7,0,168,0,0,-3,0,-3,3,3,-196,-1
" 4,599 ",7,0,114,6,0,-1,0,-2,-3,0,256,-2
" 4,600 ",3,0,0,0,0,0,0,0,4,0,0,0
" 4,601 ",6,0,47,-36,0,0,0,0,-4,0,0,0
" 4,602 ",4,0,65,8,1,0,3,0,3,-2,4,4
" 4,603 ",7,0,114,104,1,1,3,3,75,2,-12,0
" 4,604 ",7,0,28,28,0,0,0,0,78,0,-1,21
" 4,605 ",6,0,154,-9,0,-2,0,-3,-18,0,162,0
" 4,606 ",6,0,126,-61,0,-2,0,-2,9,0,2494,0
" 4,607 ",6,0,101,-75,4,-7,3,-1,22,-2,144,0
" 4,608 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,609 ",6,0,82,54,4,2,3,0,46,0,0,2
" 4,610 ",6,0,37,-16,0,0,0,0,-23,0,142,-2
" 4,611 ",7,0,14,10,0,-1,0,-3,66,0,0,-2
" 4,612 ",7,0,16,16,1,1,3,3,20,0,0,31
" 4,613 ",5,0,129,43,4,2,3,0,264,2,1,-8
" 4,614 ",7,0,195,48,1,0,4,1,25,2,90,0
" 4,615 ",7,0,15,0,0,-2,0,-3,0,0,-44,14
" 4,616 ",6,0,144,25,0,0,0,0,15,0,164,0
" 4,617 ",7,0,55,-1,0,0,0,0,10,-1,-5,-1
" 4,618 ",7,0,20,9,0,0,0,0,82,0,0,-10
" 4,619 ",6,0,163,3,0,-2,0,-3,-68,-2,291,3
" 4,620 ",7,0,24,9,0,0,0,0,0,0,-23,0
" 4,621 ",6,0,168,32,0,0,0,0,13,4,-190,0
" 4,622 ",7,0,30,-25,0,0,0,0,-24,0,-9,4
" 4,623 ",6,0,117,55,2,2,4,4,16,1,17,-3
" 4,624 ",4,0,85,63,4,3,3,0,45,0,4,0
" 4,625 ",7,0,212,4,3,-13,3,0,-42,3,76,0
" 4,626 ",5,0,82,-17,1,1,3,3,-1,3,-16,4
" 4,627 ",7,0,81,-60,0,0,0,0,-5,-1,20,0
" 4,628 ",6,0,0,0,0,0,0,0,-4,0,0,24
" 4,629 ",6,1,35,35,0,-1,0,-3,15,1,0,21
" 4,630 ",7,0,186,30,0,-2,0,-3,87,42,968,0
" 4,631 ",7,0,114,1,0,-2,0,-3,-7,0,9,-1
" 4,632 ",7,0,103,-1,0,-2,0,-3,-11,0,-8,-4
" 4,633 ",6,0,102,32,2,0,3,0,13,0,-42,3
" 4,634 ",7,0,112,-29,2,-1,3,0,-10,1,-15,4
" 4,635 ",6,0,163,52,2,-1,3,0,118,0,58,0
" 4,636 ",6,0,48,0,0,0,0,0,-7,-2,55,-5
" 4,637 ",6,0,55,0,0,0,0,0,10,-1,-12,3
" 4,638 ",5,0,56,8,2,2,3,3,28,0,0,-2
" 4,639 ",6,0,173,58,4,3,3,-1,70,3,62,-1
" 4,640 ",6,0,149,18,0,-1,0,-3,43,-2,0,0
" 4,641 ",6,0,146,-15,0,-2,0,-3,33,1,397,-1
" 4,642 ",6,1,89,58,0,-1,0,-3,-25,1,9,0
" 4,643 ",6,0,116,11,0,0,0,0,7,-1,-32,-3
" 4,644 ",5,0,191,49,2,0,3,-1,208,2,27,-1
" 4,645 ",6,0,167,0,0,0,0,0,-12,4,138,-2
" 4,646 ",5,0,92,-25,0,-1,0,-3,-31,2,116,3
" 4,647 ",7,0,105,-45,1,-6,3,0,-25,2,22,-1
" 4,648 ",6,0,183,24,0,0,0,0,41,-1,337,-2
" 4,649 ",6,0,5,0,1,1,3,3,5,0,0,-12
" 4,650 ",6,0,61,-10,0,0,0,0,15,0,12,-13
" 4,651 ",7,0,54,-21,0,0,0,0,11,-1,3,-21
" 4,652 ",6,0,98,-17,3,-5,3,0,-1,3,6,-3
" 4,653 ",6,0,80,58,0,0,0,0,1,0,0,-5
" 4,654 ",5,0,138,11,2,-2,2,-1,23,3,35,-1
" 4,655 ",5,0,199,14,1,-4,3,0,47,11,402,0
" 4,656 ",6,0,84,36,0,0,0,0,24,1,104,-1
" 4,657 ",6,0,0,0,0,0,0,0,0,0,0,31
" 4,658 ",6,0,74,14,0,0,0,0,26,0,0,0
" 4,659 ",6,0,147,33,7,5,3,0,121,0,86,-1
" 4,660 ",6,0,126,-7,0,-2,0,-3,87,-1,310,3
" 4,661 ",6,0,150,-1,2,-1,3,-1,-47,-5,907,-1
" 4,662 ",6,0,129,-28,0,0,0,0,-41,-6,2462,-5
" 4,663 ",6,0,146,2,2,2,3,3,20,2,117,2
" 4,664 ",6,0,133,-7,1,0,3,0,42,-6,127,-1
" 4,665 ",5,0,164,50,4,2,3,1,34,0,41,6
" 4,666 ",6,0,183,60,9,7,3,1,149,9,-18,-2
" 4,667 ",6,0,199,-19,7,3,3,0,1,-75,719,0
" 4,668 ",5,0,72,-33,1,0,3,0,15,3,105,0
" 4,669 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,670 ",5,0,82,-11,0,0,0,0,7,0,-360,0
" 4,671 ",6,0,6,-40,0,0,0,0,5,0,0,-5
" 4,672 ",6,0,79,17,0,-1,0,-3,-1,1,587,1
" 4,673 ",6,0,144,-27,0,0,0,0,-34,-8,7158,0
" 4,674 ",4,0,85,63,0,-1,0,-3,-41,8,10,0
" 4,675 ",4,0,102,36,0,0,0,0,-8,2,94,0
" 4,676 ",6,0,123,47,1,-1,3,1,-36,-1,72,0
" 4,677 ",5,0,113,-10,1,0,3,0,16,-1,0,4
" 4,678 ",6,0,173,6,2,-29,3,0,-38,-10,3,3
" 4,679 ",6,0,134,9,0,-4,0,-3,20,0,13,0
" 4,680 ",6,1,0,0,0,0,0,0,0,0,-1846,31
" 4,681 ",6,0,97,22,0,-1,0,-3,72,3,-34,-1
" 4,682 ",6,0,11,-59,0,-6,0,-3,-28,0,2,0
" 4,683 ",5,0,74,4,1,0,3,0,41,4,0,2
" 4,684 ",6,0,185,4,7,3,3,0,-33,0,-6,0
" 4,685 ",6,0,174,85,5,1,3,0,146,4,-17,0
" 4,686 ",6,0,92,57,2,2,3,3,14,1,-28,0
" 4,687 ",6,0,67,16,1,0,3,0,12,1,-112,-8
" 4,688 ",5,0,60,-7,0,-1,0,-3,8,3,0,-3
" 4,689 ",6,0,63,2,0,-3,0,-3,-3,0,71,0
" 4,690 ",6,0,52,-9,0,-1,0,-3,-22,-2,30,-5
" 4,691 ",6,0,66,17,0,0,0,0,-5,-1,22,1
" 4,692 ",6,0,51,0,0,0,0,0,7,-1,14,0
" 4,693 ",6,0,70,-9,0,-1,0,-3,8,-3,40,-8
" 4,694 ",6,0,93,-45,0,-2,0,-3,11,-1,18,0
" 4,695 ",5,0,29,4,2,2,3,3,10,0,0,15
" 4,696 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,697 ",6,0,82,62,0,0,0,0,3,0,0,17
" 4,698 ",6,0,181,74,11,-2,3,0,31,9,203,0
" 4,699 ",5,0,136,21,1,0,3,0,-11,0,-10,2
" 4,700 ",6,0,117,25,4,2,3,0,38,1,44,0
" 4,701 ",6,0,37,-15,4,1,3,0,12,0,28,-1
" 4,702 ",6,0,9,9,0,0,0,0,3,0,0,31
" 4,703 ",6,0,110,23,1,1,2,2,34,0,-1887,2
" 4,704 ",6,0,167,24,7,-1,3,0,165,-5,34,0
" 4,705 ",6,0,101,19,0,-2,0,-3,118,0,161,0
" 4,706 ",6,0,6,6,0,0,0,0,2,0,7,31
" 4,707 ",4,0,198,110,1,-2,2,-1,24,2,190,0
" 4,708 ",6,0,207,14,1,-6,3,0,90,4,147,0
" 4,709 ",4,0,56,56,2,2,3,3,116,0,0,0
" 4,710 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,711 ",6,0,0,0,0,0,0,0,-1,0,-1,-3
" 4,712 ",6,0,93,21,0,-1,0,-3,-4,1,19,6
" 4,713 ",6,0,37,-22,0,0,0,0,-12,-1,-6,0
" 4,714 ",6,0,92,-31,0,0,0,0,-9,-4,37,1
" 4,715 ",5,1,0,-31,0,0,0,0,-10,0,243,0
" 4,716 ",6,0,158,17,13,-3,3,0,8,-4,-132,0
" 4,717 ",5,0,100,73,3,3,3,3,27,1,15,2
" 4,718 ",6,0,205,-2,5,-7,3,0,2,0,926,-1
" 4,719 ",6,0,216,2,12,5,3,0,36,3,421,0
" 4,720 ",6,0,21,21,5,1,3,0,0,0,-4,16
" 4,721 ",4,0,142,129,1,1,3,3,145,1,41,3
" 4,722 ",6,0,58,14,0,-2,0,-3,1,0,23,-10
" 4,723 ",6,0,149,-1,2,2,3,3,2,0,101,0
" 4,724 ",6,0,139,-23,2,-5,3,0,-14,-3,339,-3
" 4,725 ",6,0,1,1,0,0,0,0,2,0,0,-5
" 4,726 ",4,0,61,12,1,0,3,3,73,0,0,0
" 4,727 ",6,0,21,-8,0,0,0,0,-5,0,0,-10
" 4,728 ",6,0,117,13,2,1,3,0,-11,0,55,7
" 4,729 ",6,0,112,83,1,0,3,3,33,1,57,-4
" 4,730 ",5,0,38,-39,0,-1,0,-3,20,0,-69,0
" 4,731 ",6,0,17,17,0,0,0,0,21,0,-27,5
" 4,732 ",6,0,35,17,1,1,3,3,16,0,23,-5
" 4,733 ",6,0,18,-3,0,0,0,0,-2,0,0,-13
" 4,734 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,735 ",6,0,51,10,0,-3,0,-3,6,2,2,-8
" 4,736 ",6,0,124,-16,1,0,3,0,68,20,1,0
" 4,737 ",6,0,124,-29,0,0,0,0,-32,-1,86,0
" 4,738 ",5,0,102,16,0,-2,0,-3,-9,0,40,0
" 4,739 ",6,0,57,55,2,-5,3,-1,5,0,0,3
" 4,740 ",6,1,215,40,3,3,3,3,496,4,6,0
" 4,741 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,742 ",6,0,195,55,7,3,3,0,17,-3,115,-2
" 4,743 ",6,0,149,76,1,0,3,0,65,1,171,28
" 4,744 ",6,0,149,-15,8,1,3,0,-26,0,1018,-3
" 4,745 ",6,0,137,-18,0,-1,0,-3,11,-2,43,0
" 4,746 ",6,0,59,-10,0,-4,0,-3,-12,0,6,1
" 4,747 ",6,0,108,38,1,0,3,-1,20,0,1,0
" 4,748 ",5,0,189,-29,2,-1,3,0,-29,-1,5,0
" 4,749 ",6,0,89,89,1,0,3,1,31,0,0,-37
" 4,750 ",6,0,107,-3,1,0,3,0,57,1,64,-1
" 4,751 ",5,0,162,8,1,-4,3,0,74,-9,227,0
" 4,752 ",6,0,85,19,0,-2,0,-3,37,0,0,4
" 4,753 ",6,0,92,0,1,-4,3,0,-7,0,88,4
" 4,754 ",6,0,128,40,1,1,3,3,46,6,33,-3
" 4,755 ",6,0,61,0,0,0,0,0,15,0,120,6
" 4,756 ",5,0,89,-22,1,1,3,3,5,0,796,-1
" 4,757 ",6,0,112,-7,0,0,0,0,-28,-2,875,-1
" 4,758 ",6,0,0,-26,0,-1,0,-3,-11,0,0,16
" 4,759 ",6,0,65,-18,0,-1,0,-3,-2,-11,15,0
" 4,760 ",6,0,176,44,0,0,0,0,12,2,1037,0
" 4,761 ",4,0,7,7,1,1,0,0,34,0,0,0
" 4,762 ",6,0,51,-35,5,-16,3,0,-43,0,1,4
" 4,763 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,764 ",6,0,9,-28,0,0,0,0,51,-1,5,-2
" 4,765 ",6,0,0,-7,0,-1,0,-3,-9,0,0,-10
" 4,766 ",6,0,217,21,5,-4,3,0,-7,4,3267,0
" 4,767 ",6,0,112,24,1,0,3,0,-49,-1,79,-1
" 4,768 ",6,0,87,61,0,0,0,0,22,1,33,31
" 4,769 ",6,0,119,-12,0,-2,0,-3,7,3,-8,8
" 4,770 ",6,0,47,-13,2,0,3,0,-1,0,0,-1
" 4,771 ",5,0,125,-29,1,-4,4,1,12,-3,11,-8
" 4,772 ",6,0,2,-4,0,0,0,0,-8,0,0,3
" 4,773 ",6,0,14,14,3,3,3,3,11,0,-12,-5
" 4,774 ",6,0,175,55,8,0,3,0,0,-1,-119,0
" 4,775 ",6,0,173,39,4,-1,3,0,57,6,920,0
" 4,776 ",6,0,66,-30,0,0,0,0,-25,-7,2,0
" 4,777 ",6,1,10,-6,1,0,3,0,-6,0,-2,18
" 4,778 ",6,0,126,-40,2,-3,3,0,39,-4,0,0
" 4,779 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,780 ",5,0,38,38,1,1,3,3,24,0,-8,31
" 4,781 ",6,0,87,4,2,-2,3,0,20,-2,20,4
" 4,782 ",6,0,0,-23,0,-1,0,-3,1,-1,0,-6
" 4,783 ",6,0,50,-29,0,0,0,0,29,-1,0,8
" 4,784 ",6,0,156,2,3,-1,3,0,60,0,0,3
" 4,785 ",6,0,46,-47,0,-1,0,-3,-19,-2,-2,4
" 4,786 ",5,0,0,-22,1,-1,0,-3,17,0,1,6
" 4,787 ",6,0,191,49,1,1,3,3,56,0,1511,0
" 4,788 ",6,0,63,0,0,0,0,0,32,-1,0,-2
" 4,789 ",5,0,52,-31,0,-5,0,-3,-44,-4,26,-4
" 4,790 ",6,0,104,-15,1,1,3,3,-6,-5,-35,-2
" 4,791 ",6,0,92,-49,1,-3,3,0,41,-4,-137,0
" 4,792 ",5,0,150,46,1,1,3,3,21,2,-112,2
" 4,793 ",6,1,80,55,2,0,3,0,33,0,-13,0
" 4,794 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,795 ",4,0,15,15,2,2,3,3,34,0,0,0
" 4,796 ",5,0,11,-5,0,0,0,0,4,0,-10,18
" 4,797 ",6,0,149,14,0,-4,0,-3,62,0,440,-1
" 4,798 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,799 ",6,0,25,25,1,1,3,3,19,0,0,-3
" 4,800 ",6,0,13,-25,0,0,0,0,-1,0,13,14
" 4,801 ",6,0,77,-7,0,0,0,0,-30,-3,690,2
" 4,802 ",4,0,27,-26,1,0,0,-3,3,-1,24,3
" 4,803 ",5,0,124,-37,1,-4,3,0,-36,-4,856,2
" 4,804 ",6,0,41,-21,1,-2,3,0,-5,-1,68,-1
" 4,805 ",5,0,126,52,0,-4,0,-3,-4,2,99,1
" 4,806 ",6,0,99,44,0,-1,0,-3,7,1,9,15
" 4,807 ",6,0,85,57,1,1,3,3,-4,3,51,-2
" 4,808 ",6,1,15,15,1,1,3,3,26,0,-298,31
" 4,809 ",6,0,107,87,4,2,3,0,0,1,1,-2
" 4,810 ",6,0,141,67,1,1,3,3,72,3,650,16
" 4,811 ",6,0,94,1,0,0,0,0,4,1,44,5
" 4,812 ",6,0,12,8,0,0,0,0,-4,0,0,11
" 4,813 ",6,0,130,45,3,3,3,3,118,0,0,4
" 4,814 ",6,0,36,28,1,0,3,0,8,0,0,-3
" 4,815 ",5,1,56,-65,0,-1,0,-3,-66,-2,20,0
" 4,816 ",6,0,159,-2,5,1,3,0,78,7,2587,0
" 4,817 ",6,1,121,47,0,-1,0,-2,9,1,53,1
" 4,818 ",6,0,0,0,0,0,0,0,0,0,-9,31
" 4,819 ",6,0,101,73,1,1,3,3,-3,3,3,10
" 4,820 ",6,0,101,-15,0,0,0,0,10,-2,2,0
" 4,821 ",6,0,162,54,3,-3,3,0,61,3,31,-3
" 4,822 ",5,0,217,9,8,0,3,0,132,0,10483,0
" 4,823 ",6,0,140,15,3,-13,3,0,-4,0,1390,-1
" 4,824 ",6,0,72,65,1,1,3,3,165,1,0,-5
" 4,825 ",3,0,0,0,0,0,0,0,4,0,0,0
" 4,826 ",6,0,131,-8,0,0,0,0,-1,-2,704,1
" 4,827 ",6,0,0,0,0,0,0,0,0,0,-26,31
" 4,828 ",6,0,145,-23,2,-5,3,0,18,-1,513,-2
" 4,829 ",5,0,150,22,0,-3,0,-3,44,0,93,0
" 4,830 ",5,0,83,34,2,0,3,0,-15,0,2,-1
" 4,831 ",6,0,90,26,0,-3,0,-3,-4,0,90,-1
" 4,832 ",6,0,106,70,1,-1,2,-1,20,1,99,-8
" 4,833 ",6,0,70,53,0,-2,0,-3,-1,0,-24,12
" 4,834 ",6,0,94,-14,1,-2,3,0,27,2,126,-2
" 4,835 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,836 ",5,0,122,66,16,15,3,0,114,0,0,0
" 4,837 ",4,0,0,-25,1,1,3,3,-16,0,35,0
" 4,838 ",6,0,38,38,2,1,3,3,29,0,-1,10
" 4,839 ",6,0,0,0,0,0,0,0,-7,0,0,5
" 4,840 ",6,0,89,-16,2,-1,3,0,12,0,-2,3
" 4,841 ",6,0,48,39,0,0,0,0,15,0,0,-1
" 4,842 ",6,0,137,24,1,0,3,0,45,0,38,0
" 4,843 ",6,0,0,0,0,0,0,0,0,0,0,31
" 4,844 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,845 ",5,0,78,-54,0,0,0,0,1,0,0,9
" 4,846 ",6,0,0,0,0,0,0,0,-17,0,0,2
" 4,847 ",5,0,175,115,4,-5,3,0,125,3,0,-3
" 4,848 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,849 ",6,0,74,38,0,0,0,0,32,4,-2,-2
" 4,850 ",6,0,160,84,15,9,3,0,71,5,8,4
" 4,851 ",5,0,63,54,2,0,3,0,6,0,0,-1
" 4,852 ",6,0,108,-2,0,0,0,0,55,0,136,2
" 4,853 ",6,0,0,-4,0,0,0,0,-7,0,-10,12
" 4,854 ",5,0,135,78,4,1,3,0,49,1,9,-10
" 4,855 ",4,0,95,44,4,3,3,0,42,0,0,0
" 4,856 ",6,0,0,0,0,-1,0,-3,-10,0,-2,0
" 4,857 ",6,0,119,100,2,0,3,0,1,2,-22,0
" 4,858 ",6,0,185,66,1,-3,3,0,159,13,1219,0
" 4,859 ",6,0,157,5,1,-2,3,0,38,0,49,0
" 4,860 ",6,0,103,80,0,-1,0,-3,10,1,80,-3
" 4,861 ",6,0,104,82,5,5,3,3,64,112,0,31
" 4,862 ",4,0,77,72,1,1,3,3,-16,1,34,0
" 4,863 ",6,0,130,21,5,5,3,3,47,0,2,1
" 4,864 ",6,0,192,31,1,-8,2,0,14,-1,3140,-1
" 4,865 ",6,0,101,9,0,-4,0,-2,108,0,0,3
" 4,866 ",4,0,62,6,2,1,3,3,2,-3,2,0
" 4,867 ",6,0,134,86,5,4,3,1,23,-3,1,-1
" 4,868 ",6,0,108,-20,2,-4,3,0,-40,-2,78,-1
" 4,869 ",6,0,205,57,7,-1,3,0,51,-2,605,2
" 4,870 ",6,0,0,0,0,0,0,0,0,0,0,0
" 4,871 ",6,0,220,36,5,1,3,0,91,-3,2,0
" 4,872 ",6,0,101,-1,0,0,0,0,5,0,558,0
" 4,873 ",6,0,86,71,3,-7,3,0,-13,0,20,0
" 4,874 ",6,0,37,13,0,-1,0,-3,-5,0,2,-3
" 4,875 ",6,0,167,12,9,8,3,0,118,2,112,0
" 4,876 ",4,0,20,-54,0,-1,0,-3,-30,-1,5,0
" 4,877 ",6,0,72,-21,0,0,0,0,0,0,1266,3
" 4,878 ",3,0,58,58,0,0,0,0,32,0,0,0
" 4,879 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,880 ",4,0,105,31,0,-2,0,-3,16,3,17,3
" 4,881 ",5,0,81,-11,0,0,0,0,-36,-17,37,2
" 4,882 ",3,0,0,0,0,0,0,0,0,0,0,0
" 4,883 ",5,0,24,-57,0,-7,0,-3,-2,-1,-2,6
" 4,884 ",6,0,165,-16,1,1,3,3,-21,11,14148,0
" 4,885 ",6,1,12,12,0,0,0,0,10,0,4,-9
" 4,886 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,887 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,888 ",5,0,115,-13,1,1,3,3,-293,-3,247,-1
" 4,889 ",5,0,148,21,4,1,3,0,183,0,2,-1
" 4,890 ",5,0,119,-13,1,0,3,0,-8,-2,117,0
" 4,891 ",6,0,197,32,0,-4,0,-3,-20,0,6,0
" 4,892 ",6,0,7,7,0,0,0,0,16,0,0,2
" 4,893 ",6,1,34,-30,0,-1,0,-3,-3,0,0,18
" 4,894 ",6,0,85,19,0,0,0,0,81,0,-72,0
" 4,895 ",6,0,126,106,3,3,3,3,45,2,0,-1
" 4,896 ",5,0,22,-6,0,0,0,0,-8,0,43,6
" 4,897 ",6,0,128,25,0,-2,0,-2,22,0,1,2
" 4,898 ",6,0,123,-5,0,-4,0,-3,1,2,959,0
" 4,899 ",5,1,146,3,0,0,0,0,24,0,626,0
" 4,900 ",5,1,101,-10,0,0,0,0,12,6,-1,-1
" 4,901 ",6,0,108,14,0,-3,0,-3,4,0,57,-6
" 4,902 ",6,0,74,-15,0,-3,0,-3,13,-1,29,4
" 4,903 ",2,0,0,0,0,0,0,0,0,0,0,0
" 4,904 ",5,0,49,6,1,-1,0,-3,10,0,11,4
" 4,905 ",1,0,0,0,0,0,0,0,0,0,0,0
" 4,906 ",6,0,143,134,0,0,0,0,218,1,-26,0
" 4,907 ",6,0,49,49,1,1,3,3,22,0,-4,31
" 4,908 ",6,0,22,-38,0,-1,0,-3,-48,0,92,3
" 4,909 ",6,0,99,-14,2,-7,3,0,-21,-2,217,0
" 4,910 ",6,0,11,11,1,1,3,3,13,0,-1,4
" 4,911 ",5,0,108,18,4,-5,3,0,67,-2,177,0
" 4,912 ",6,0,74,23,0,-1,0,-3,-16,0,1,3
" 4,913 ",5,0,123,-18,0,-6,0,-3,-28,-1,38,0
" 4,914 ",5,0,0,0,0,0,0,0,2,0,-144,-4
" 4,915 ",5,0,0,0,0,0,0,0,4,0,0,-2
" 4,916 ",3,0,9,9,0,0,0,0,44,0,0,0
" 4,917 ",4,0,135,44,2,1,3,0,48,-1,0,0
" 4,918 ",6,0,0,-7,0,0,0,0,-30,0,-11,12
" 4,919 ",6,0,24,12,1,1,0,0,19,0,1,1
" 4,920 ",5,0,108,18,0,0,0,0,-1,0,-1,11
" 4,921 ",6,0,208,-1,0,-9,0,-3,-7,-1,2371,0
