ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change
4532,6,1,71,-62,1,0,3,0,10,-2,-2,0
4533,6,0,129,-14,6,-2,3,0,42,1,58,-2
4534,6,0,5,0,0,-1,0,-3,9,0,0,0
4535,6,0,130,2,0,0,0,0,-17,-8,0,0
4536,5,0,120,55,7,1,3,0,44,0,830,2
4537,5,0,145,24,20,7,3,0,126,0,215,0
4538,7,0,74,1,0,0,0,0,4,0,7,18
4539,6,0,32,0,2,2,3,3,6,0,3,0
4540,6,0,186,36,3,3,3,3,58,2,68,0
4541,5,0,118,57,3,0,3,0,56,-1,39,3
4542,7,0,113,-7,1,1,3,3,19,0,2109,-3
4543,6,0,146,-10,1,1,3,3,32,-1,129,-1
4544,7,0,30,0,0,0,0,0,8,0,0,0
4545,7,0,0,0,0,0,0,0,0,0,0,31
4546,6,0,126,-13,0,-2,0,-3,-6,15,-21,0
4547,6,0,108,11,1,0,3,0,16,0,13,0
4548,6,0,17,-48,0,-4,0,-3,-31,0,155,3
4549,3,0,41,41,0,0,0,0,72,0,0,0
4550,2,0,0,0,0,0,0,0,0,0,0,0
4551,3,1,0,-11,1,1,3,3,6,0,15,3
4552,6,0,71,11,0,0,0,0,5,-1,0,5
4553,7,0,89,6,0,-1,0,-3,22,0,1,-4
4554,7,0,114,2,1,0,3,0,4,3,-28,-11
4555,7,0,58,15,3,3,3,3,90,0,-192,3
4556,6,0,138,51,2,2,3,3,6,3,149,-16
4557,7,0,140,53,0,-1,0,-3,-4,15,13,0
4558,7,0,0,-42,0,0,0,0,-2,-1,0,-3
4559,7,0,0,-28,0,-1,0,-3,-7,0,13,9
4560,6,0,109,58,4,3,2,-1,78,0,0,5
4561,7,0,52,-12,0,-4,0,-3,-44,0,290,4
4562,6,0,39,3,0,-1,0,-3,-30,0,0,0
4563,7,0,112,79,0,0,0,0,11,4,6,4
4564,4,0,41,40,1,1,3,3,26,0,9,3
4565,7,0,0,0,0,0,0,0,0,0,-2,31
4566,3,0,0,0,0,0,0,0,0,0,0,0
4567,3,0,177,177,0,0,0,0,192,14,0,0
4568,4,0,114,8,0,-1,0,-2,17,0,409,0
4569,6,0,145,-36,0,-1,0,-2,32,-1,187,-2
4570,5,0,38,-29,2,1,3,0,10,0,4,1
4571,6,0,12,-36,0,0,0,0,-2,0,87,0
4572,7,0,148,-2,1,-1,3,0,65,-3,45,-1
4573,7,0,0,0,0,0,0,0,0,0,0,31
4574,7,0,0,0,0,0,0,0,0,0,0,30
4575,7,0,51,-8,0,-1,0,-3,-2,1,63,-11
4576,7,0,53,26,0,-1,0,-3,-5,4,33,0
4577,7,0,50,36,0,0,0,0,29,1,22,8
4578,7,0,65,51,0,0,0,0,7,1,-81,5
4579,7,0,65,15,0,0,0,0,2,0,11,-14
4580,4,0,141,28,3,2,3,0,266,-2,156,0
4581,6,1,0,-5,0,0,0,0,-2,0,117,-24
4582,6,0,34,22,0,0,0,0,2,0,0,31
4583,5,0,181,19,1,-2,3,0,8,-4,-10,12
4584,7,0,65,19,1,1,3,3,32,0,2,-6
4585,7,0,42,12,1,1,3,3,3,0,0,16
4586,1,0,0,0,0,0,0,0,0,0,0,0
4587,6,0,186,5,0,0,0,0,-28,-15,115,0
4588,6,0,66,-12,0,0,0,0,-36,0,-42,1
4589,6,0,188,27,1,-1,3,0,-8,5,177,3
4590,6,0,90,-14,1,0,2,-1,48,0,-64,0
4591,6,0,235,20,1,-8,3,0,-46,4,217,0
4592,6,0,15,15,0,0,0,0,1,0,-75,29
4593,7,0,0,0,0,0,0,0,0,0,-4,31
4594,5,0,69,-21,3,-3,3,0,-76,-1,5,0
4595,6,0,151,16,2,2,3,3,-19,0,588,-1
4596,6,0,127,2,3,-2,3,0,-26,1,508,0
4597,7,0,168,0,0,-3,0,-3,3,3,-196,-1
4598,7,0,114,6,0,-1,0,-2,-3,0,256,-2
4599,3,0,0,0,0,0,0,0,4,0,0,0
4600,6,0,47,-36,0,0,0,0,-4,0,0,0
4601,4,0,65,8,1,0,3,0,3,-2,4,4
4602,7,0,114,104,1,1,3,3,75,2,-12,0
4603,7,0,28,28,0,0,0,0,78,0,-1,21
4604,6,0,154,-9,0,-2,0,-3,-18,0,162,0
4605,6,0,126,-61,0,-2,0,-2,9,0,2494,0
4606,6,0,101,-75,4,-7,3,-1,22,-2,144,0
4607,1,0,0,0,0,0,0,0,0,0,0,0
4608,6,0,82,54,4,2,3,0,46,0,0,2
4609,6,0,37,-16,0,0,0,0,-23,0,142,-2
4610,7,0,14,10,0,-1,0,-3,66,0,0,-2
4611,7,0,16,16,1,1,3,3,20,0,0,31
4612,5,0,129,43,4,2,3,0,264,2,1,-8
4613,7,0,195,48,1,0,4,1,25,2,90,0
4614,7,0,15,0,0,-2,0,-3,0,0,-44,14
4615,6,0,144,25,0,0,0,0,15,0,164,0
4616,7,0,55,-1,0,0,0,0,10,-1,-5,-1
4617,7,0,20,9,0,0,0,0,82,0,0,-10
4618,6,0,163,3,0,-2,0,-3,-68,-2,291,3
4619,7,0,24,9,0,0,0,0,0,0,-23,0
4620,6,0,168,32,0,0,0,0,13,4,-190,0
4621,7,0,30,-25,0,0,0,0,-24,0,-9,4
4622,6,0,117,55,2,2,4,4,16,1,17,-3
4623,4,0,85,63,4,3,3,0,45,0,4,0
4624,7,0,212,4,3,-13,3,0,-42,3,76,0
4625,5,0,82,-17,1,1,3,3,-1,3,-16,4
4626,7,0,81,-60,0,0,0,0,-5,-1,20,0
4627,6,0,0,0,0,0,0,0,-4,0,0,24
4628,6,1,35,35,0,-1,0,-3,15,1,0,21
4629,7,0,186,30,0,-2,0,-3,87,42,968,0
4630,7,0,114,1,0,-2,0,-3,-7,0,9,-1
4631,7,0,103,-1,0,-2,0,-3,-11,0,-8,-4
4632,6,0,102,32,2,0,3,0,13,0,-42,3
4633,7,0,112,-29,2,-1,3,0,-10,1,-15,4
4634,6,0,163,52,2,-1,3,0,118,0,58,0
4635,6,0,48,0,0,0,0,0,-7,-2,55,-5
4636,6,0,55,0,0,0,0,0,10,-1,-12,3
4637,5,0,56,8,2,2,3,3,28,0,0,-2
4638,6,0,173,58,4,3,3,-1,70,3,62,-1
4639,6,0,149,18,0,-1,0,-3,43,-2,0,0
4640,6,0,146,-15,0,-2,0,-3,33,1,397,-1
4641,6,1,89,58,0,-1,0,-3,-25,1,9,0
4642,6,0,116,11,0,0,0,0,7,-1,-32,-3
4643,5,0,191,49,2,0,3,-1,208,2,27,-1
4644,6,0,167,0,0,0,0,0,-12,4,138,-2
4645,5,0,92,-25,0,-1,0,-3,-31,2,116,3
4646,7,0,105,-45,1,-6,3,0,-25,2,22,-1
4647,6,0,183,24,0,0,0,0,41,-1,337,-2
4648,6,0,5,0,1,1,3,3,5,0,0,-12
4649,6,0,61,-10,0,0,0,0,15,0,12,-13
4650,7,0,54,-21,0,0,0,0,11,-1,3,-21
4651,6,0,98,-17,3,-5,3,0,-1,3,6,-3
4652,6,0,80,58,0,0,0,0,1,0,0,-5
4653,5,0,138,11,2,-2,2,-1,23,3,35,-1
4654,5,0,199,14,1,-4,3,0,47,11,402,0
4655,6,0,84,36,0,0,0,0,24,1,104,-1
4656,6,0,0,0,0,0,0,0,0,0,0,31
4657,6,0,74,14,0,0,0,0,26,0,0,0
4658,6,0,147,33,7,5,3,0,121,0,86,-1
4659,6,0,126,-7,0,-2,0,-3,87,-1,310,3
4660,6,0,150,-1,2,-1,3,-1,-47,-5,907,-1
4661,6,0,129,-28,0,0,0,0,-41,-6,2462,-5
4662,6,0,146,2,2,2,3,3,20,2,117,2
4663,6,0,133,-7,1,0,3,0,42,-6,127,-1
4664,5,0,164,50,4,2,3,1,34,0,41,6
4665,6,0,183,60,9,7,3,1,149,9,-18,-2
4666,6,0,199,-19,7,3,3,0,1,-75,719,0
4667,5,0,72,-33,1,0,3,0,15,3,105,0
4668,2,0,0,0,0,0,0,0,0,0,0,0
4669,5,0,82,-11,0,0,0,0,7,0,-360,0
4670,6,0,6,-40,0,0,0,0,5,0,0,-5
4671,6,0,79,17,0,-1,0,-3,-1,1,587,1
4672,6,0,144,-27,0,0,0,0,-34,-8,7158,0
4673,4,0,85,63,0,-1,0,-3,-41,8,10,0
4674,4,0,102,36,0,0,0,0,-8,2,94,0
4675,6,0,123,47,1,-1,3,1,-36,-1,72,0
4676,5,0,113,-10,1,0,3,0,16,-1,0,4
4677,6,0,173,6,2,-29,3,0,-38,-10,3,3
4678,6,0,134,9,0,-4,0,-3,20,0,13,0
4679,6,1,0,0,0,0,0,0,0,0,-1846,31
4680,6,0,97,22,0,-1,0,-3,72,3,-34,-1
4681,6,0,11,-59,0,-6,0,-3,-28,0,2,0
4682,5,0,74,4,1,0,3,0,41,4,0,2
4683,6,0,185,4,7,3,3,0,-33,0,-6,0
4684,6,0,174,85,5,1,3,0,146,4,-17,0
4685,6,0,92,57,2,2,3,3,14,1,-28,0
4686,6,0,67,16,1,0,3,0,12,1,-112,-8
4687,5,0,60,-7,0,-1,0,-3,8,3,0,-3
4688,6,0,63,2,0,-3,0,-3,-3,0,71,0
4689,6,0,52,-9,0,-1,0,-3,-22,-2,30,-5
4690,6,0,66,17,0,0,0,0,-5,-1,22,1
4691,6,0,51,0,0,0,0,0,7,-1,14,0
4692,6,0,70,-9,0,-1,0,-3,8,-3,40,-8
4693,6,0,93,-45,0,-2,0,-3,11,-1,18,0
4694,5,0,29,4,2,2,3,3,10,0,0,15
4695,2,0,0,0,0,0,0,0,0,0,0,0
4696,6,0,82,62,0,0,0,0,3,0,0,17
4697,6,0,181,74,11,-2,3,0,31,9,203,0
4698,5,0,136,21,1,0,3,0,-11,0,-10,2
4699,6,0,117,25,4,2,3,0,38,1,44,0
4700,6,0,37,-15,4,1,3,0,12,0,28,-1
4701,6,0,9,9,0,0,0,0,3,0,0,31
4702,6,0,110,23,1,1,2,2,34,0,-1887,2
4703,6,0,167,24,7,-1,3,0,165,-5,34,0
4704,6,0,101,19,0,-2,0,-3,118,0,161,0
4705,6,0,6,6,0,0,0,0,2,0,7,31
4706,4,0,198,110,1,-2,2,-1,24,2,190,0
4707,6,0,207,14,1,-6,3,0,90,4,147,0
4708,4,0,56,56,2,2,3,3,116,0,0,0
4709,2,0,0,0,0,0,0,0,0,0,0,0
4710,6,0,0,0,0,0,0,0,-1,0,-1,-3
4711,6,0,93,21,0,-1,0,-3,-4,1,19,6
4712,6,0,37,-22,0,0,0,0,-12,-1,-6,0
4713,6,0,92,-31,0,0,0,0,-9,-4,37,1
4714,5,1,0,-31,0,0,0,0,-10,0,243,0
4715,6,0,158,17,13,-3,3,0,8,-4,-132,0
4716,5,0,100,73,3,3,3,3,27,1,15,2
4717,6,0,205,-2,5,-7,3,0,2,0,926,-1
4718,6,0,216,2,12,5,3,0,36,3,421,0
4719,6,0,21,21,5,1,3,0,0,0,-4,16
4720,4,0,142,129,1,1,3,3,145,1,41,3
4721,6,0,58,14,0,-2,0,-3,1,0,23,-10
4722,6,0,149,-1,2,2,3,3,2,0,101,0
4723,6,0,139,-23,2,-5,3,0,-14,-3,339,-3
4724,6,0,1,1,0,0,0,0,2,0,0,-5
4725,4,0,61,12,1,0,3,3,73,0,0,0
4726,6,0,21,-8,0,0,0,0,-5,0,0,-10
4727,6,0,117,13,2,1,3,0,-11,0,55,7
4728,6,0,112,83,1,0,3,3,33,1,57,-4
4729,5,0,38,-39,0,-1,0,-3,20,0,-69,0
4730,6,0,17,17,0,0,0,0,21,0,-27,5
4731,6,0,35,17,1,1,3,3,16,0,23,-5
4732,6,0,18,-3,0,0,0,0,-2,0,0,-13
4733,2,0,0,0,0,0,0,0,0,0,0,0
4734,6,0,51,10,0,-3,0,-3,6,2,2,-8
4735,6,0,124,-16,1,0,3,0,68,20,1,0
4736,6,0,124,-29,0,0,0,0,-32,-1,86,0
4737,5,0,102,16,0,-2,0,-3,-9,0,40,0
4738,6,0,57,55,2,-5,3,-1,5,0,0,3
4739,6,1,215,40,3,3,3,3,496,4,6,0
4740,1,0,0,0,0,0,0,0,0,0,0,0
4741,6,0,195,55,7,3,3,0,17,-3,115,-2
4742,6,0,149,76,1,0,3,0,65,1,171,28
4743,6,0,149,-15,8,1,3,0,-26,0,1018,-3
4744,6,0,137,-18,0,-1,0,-3,11,-2,43,0
4745,6,0,59,-10,0,-4,0,-3,-12,0,6,1
4746,6,0,108,38,1,0,3,-1,20,0,1,0
4747,5,0,189,-29,2,-1,3,0,-29,-1,5,0
4748,6,0,89,89,1,0,3,1,31,0,0,-37
4749,6,0,107,-3,1,0,3,0,57,1,64,-1
4750,5,0,162,8,1,-4,3,0,74,-9,227,0
4751,6,0,85,19,0,-2,0,-3,37,0,0,4
4752,6,0,92,0,1,-4,3,0,-7,0,88,4
4753,6,0,128,40,1,1,3,3,46,6,33,-3
4754,6,0,61,0,0,0,0,0,15,0,120,6
4755,5,0,89,-22,1,1,3,3,5,0,796,-1
4756,6,0,112,-7,0,0,0,0,-28,-2,875,-1
4757,6,0,0,-26,0,-1,0,-3,-11,0,0,16
4758,6,0,65,-18,0,-1,0,-3,-2,-11,15,0
4759,6,0,176,44,0,0,0,0,12,2,1037,0
4760,4,0,7,7,1,1,0,0,34,0,0,0
4761,6,0,51,-35,5,-16,3,0,-43,0,1,4
4762,1,0,0,0,0,0,0,0,0,0,0,0
4763,6,0,9,-28,0,0,0,0,51,-1,5,-2
4764,6,0,0,-7,0,-1,0,-3,-9,0,0,-10
4765,6,0,217,21,5,-4,3,0,-7,4,3267,0
4766,6,0,112,24,1,0,3,0,-49,-1,79,-1
4767,6,0,87,61,0,0,0,0,22,1,33,31
4768,6,0,119,-12,0,-2,0,-3,7,3,-8,8
4769,6,0,47,-13,2,0,3,0,-1,0,0,-1
4770,5,0,125,-29,1,-4,4,1,12,-3,11,-8
4771,6,0,2,-4,0,0,0,0,-8,0,0,3
4772,6,0,14,14,3,3,3,3,11,0,-12,-5
4773,6,0,175,55,8,0,3,0,0,-1,-119,0
4774,6,0,173,39,4,-1,3,0,57,6,920,0
4775,6,0,66,-30,0,0,0,0,-25,-7,2,0
4776,6,1,10,-6,1,0,3,0,-6,0,-2,18
4777,6,0,126,-40,2,-3,3,0,39,-4,0,0
4778,2,0,0,0,0,0,0,0,0,0,0,0
4779,5,0,38,38,1,1,3,3,24,0,-8,31
4780,6,0,87,4,2,-2,3,0,20,-2,20,4
4781,6,0,0,-23,0,-1,0,-3,1,-1,0,-6
4782,6,0,50,-29,0,0,0,0,29,-1,0,8
4783,6,0,156,2,3,-1,3,0,60,0,0,3
4784,6,0,46,-47,0,-1,0,-3,-19,-2,-2,4
4785,5,0,0,-22,1,-1,0,-3,17,0,1,6
4786,6,0,191,49,1,1,3,3,56,0,1511,0
4787,6,0,63,0,0,0,0,0,32,-1,0,-2
4788,5,0,52,-31,0,-5,0,-3,-44,-4,26,-4
4789,6,0,104,-15,1,1,3,3,-6,-5,-35,-2
4790,6,0,92,-49,1,-3,3,0,41,-4,-137,0
4791,5,0,150,46,1,1,3,3,21,2,-112,2
4792,6,1,80,55,2,0,3,0,33,0,-13,0
4793,1,0,0,0,0,0,0,0,0,0,0,0
4794,4,0,15,15,2,2,3,3,34,0,0,0
4795,5,0,11,-5,0,0,0,0,4,0,-10,18
4796,6,0,149,14,0,-4,0,-3,62,0,440,-1
4797,1,0,0,0,0,0,0,0,0,0,0,0
4798,6,0,25,25,1,1,3,3,19,0,0,-3
4799,6,0,13,-25,0,0,0,0,-1,0,13,14
4800,6,0,77,-7,0,0,0,0,-30,-3,690,2
4801,4,0,27,-26,1,0,0,-3,3,-1,24,3
4802,5,0,124,-37,1,-4,3,0,-36,-4,856,2
4803,6,0,41,-21,1,-2,3,0,-5,-1,68,-1
4804,5,0,126,52,0,-4,0,-3,-4,2,99,1
4805,6,0,99,44,0,-1,0,-3,7,1,9,15
4806,6,0,85,57,1,1,3,3,-4,3,51,-2
4807,6,1,15,15,1,1,3,3,26,0,-298,31
4808,6,0,107,87,4,2,3,0,0,1,1,-2
4809,6,0,141,67,1,1,3,3,72,3,650,16
4810,6,0,94,1,0,0,0,0,4,1,44,5
4811,6,0,12,8,0,0,0,0,-4,0,0,11
4812,6,0,130,45,3,3,3,3,118,0,0,4
4813,6,0,36,28,1,0,3,0,8,0,0,-3
4814,5,1,56,-65,0,-1,0,-3,-66,-2,20,0
4815,6,0,159,-2,5,1,3,0,78,7,2587,0
4816,6,1,121,47,0,-1,0,-2,9,1,53,1
4817,6,0,0,0,0,0,0,0,0,0,-9,31
4818,6,0,101,73,1,1,3,3,-3,3,3,10
4819,6,0,101,-15,0,0,0,0,10,-2,2,0
4820,6,0,162,54,3,-3,3,0,61,3,31,-3
4821,5,0,217,9,8,0,3,0,132,0,10483,0
4822,6,0,140,15,3,-13,3,0,-4,0,1390,-1
4823,6,0,72,65,1,1,3,3,165,1,0,-5
4824,3,0,0,0,0,0,0,0,4,0,0,0
4825,6,0,131,-8,0,0,0,0,-1,-2,704,1
4826,6,0,0,0,0,0,0,0,0,0,-26,31
4827,6,0,145,-23,2,-5,3,0,18,-1,513,-2
4828,5,0,150,22,0,-3,0,-3,44,0,93,0
4829,5,0,83,34,2,0,3,0,-15,0,2,-1
4830,6,0,90,26,0,-3,0,-3,-4,0,90,-1
4831,6,0,106,70,1,-1,2,-1,20,1,99,-8
4832,6,0,70,53,0,-2,0,-3,-1,0,-24,12
4833,6,0,94,-14,1,-2,3,0,27,2,126,-2
4834,2,0,0,0,0,0,0,0,0,0,0,0
4835,5,0,122,66,16,15,3,0,114,0,0,0
4836,4,0,0,-25,1,1,3,3,-16,0,35,0
4837,6,0,38,38,2,1,3,3,29,0,-1,10
4838,6,0,0,0,0,0,0,0,-7,0,0,5
4839,6,0,89,-16,2,-1,3,0,12,0,-2,3
4840,6,0,48,39,0,0,0,0,15,0,0,-1
4841,6,0,137,24,1,0,3,0,45,0,38,0
4842,6,0,0,0,0,0,0,0,0,0,0,31
4843,2,0,0,0,0,0,0,0,0,0,0,0
4844,5,0,78,-54,0,0,0,0,1,0,0,9
4845,6,0,0,0,0,0,0,0,-17,0,0,2
4846,5,0,175,115,4,-5,3,0,125,3,0,-3
4847,2,0,0,0,0,0,0,0,0,0,0,0
4848,6,0,74,38,0,0,0,0,32,4,-2,-2
4849,6,0,160,84,15,9,3,0,71,5,8,4
4850,5,0,63,54,2,0,3,0,6,0,0,-1
4851,6,0,108,-2,0,0,0,0,55,0,136,2
4852,6,0,0,-4,0,0,0,0,-7,0,-10,12
4853,5,0,135,78,4,1,3,0,49,1,9,-10
4854,4,0,95,44,4,3,3,0,42,0,0,0
4855,6,0,0,0,0,-1,0,-3,-10,0,-2,0
4856,6,0,119,100,2,0,3,0,1,2,-22,0
4857,6,0,185,66,1,-3,3,0,159,13,1219,0
4858,6,0,157,5,1,-2,3,0,38,0,49,0
4859,6,0,103,80,0,-1,0,-3,10,1,80,-3
4860,6,0,104,82,5,5,3,3,64,112,0,31
4861,4,0,77,72,1,1,3,3,-16,1,34,0
4862,6,0,130,21,5,5,3,3,47,0,2,1
4863,6,0,192,31,1,-8,2,0,14,-1,3140,-1
4864,6,0,101,9,0,-4,0,-2,108,0,0,3
4865,4,0,62,6,2,1,3,3,2,-3,2,0
4866,6,0,134,86,5,4,3,1,23,-3,1,-1
4867,6,0,108,-20,2,-4,3,0,-40,-2,78,-1
4868,6,0,205,57,7,-1,3,0,51,-2,605,2
4869,6,0,0,0,0,0,0,0,0,0,0,0
4870,6,0,220,36,5,1,3,0,91,-3,2,0
4871,6,0,101,-1,0,0,0,0,5,0,558,0
4872,6,0,86,71,3,-7,3,0,-13,0,20,0
4873,6,0,37,13,0,-1,0,-3,-5,0,2,-3
4874,6,0,167,12,9,8,3,0,118,2,112,0
4875,4,0,20,-54,0,-1,0,-3,-30,-1,5,0
4876,6,0,72,-21,0,0,0,0,0,0,1266,3
4877,3,0,58,58,0,0,0,0,32,0,0,0
4878,1,0,0,0,0,0,0,0,0,0,0,0
4879,4,0,105,31,0,-2,0,-3,16,3,17,3
4880,5,0,81,-11,0,0,0,0,-36,-17,37,2
4881,3,0,0,0,0,0,0,0,0,0,0,0
4882,5,0,24,-57,0,-7,0,-3,-2,-1,-2,6
4883,6,0,165,-16,1,1,3,3,-21,11,14148,0
4884,6,1,12,12,0,0,0,0,10,0,4,-9
4885,1,0,0,0,0,0,0,0,0,0,0,0
4886,2,0,0,0,0,0,0,0,0,0,0,0
4887,5,0,115,-13,1,1,3,3,-293,-3,247,-1
4888,5,0,148,21,4,1,3,0,183,0,2,-1
4889,5,0,119,-13,1,0,3,0,-8,-2,117,0
4890,6,0,197,32,0,-4,0,-3,-20,0,6,0
4891,6,0,7,7,0,0,0,0,16,0,0,2
4892,6,1,34,-30,0,-1,0,-3,-3,0,0,18
4893,6,0,85,19,0,0,0,0,81,0,-72,0
4894,6,0,126,106,3,3,3,3,45,2,0,-1
4895,5,0,22,-6,0,0,0,0,-8,0,43,6
4896,6,0,128,25,0,-2,0,-2,22,0,1,2
4897,6,0,123,-5,0,-4,0,-3,1,2,959,0
4898,5,1,146,3,0,0,0,0,24,0,626,0
4899,5,1,101,-10,0,0,0,0,12,6,-1,-1
4900,6,0,108,14,0,-3,0,-3,4,0,57,-6
4901,6,0,74,-15,0,-3,0,-3,13,-1,29,4
4902,2,0,0,0,0,0,0,0,0,0,0,0
4903,5,0,49,6,1,-1,0,-3,10,0,11,4
4904,1,0,0,0,0,0,0,0,0,0,0,0
4905,6,0,143,134,0,0,0,0,218,1,-26,0
4906,6,0,49,49,1,1,3,3,22,0,-4,31
4907,6,0,22,-38,0,-1,0,-3,-48,0,92,3
4908,6,0,99,-14,2,-7,3,0,-21,-2,217,0
4909,6,0,11,11,1,1,3,3,13,0,-1,4
4910,5,0,108,18,4,-5,3,0,67,-2,177,0
4911,6,0,74,23,0,-1,0,-3,-16,0,1,3
4912,5,0,123,-18,0,-6,0,-3,-28,-1,38,0
4913,5,0,0,0,0,0,0,0,2,0,-144,-4
4914,5,0,0,0,0,0,0,0,4,0,0,-2
4915,3,0,9,9,0,0,0,0,44,0,0,0
4916,4,0,135,44,2,1,3,0,48,-1,0,0
4917,6,0,0,-7,0,0,0,0,-30,0,-11,12
4918,6,0,24,12,1,1,0,0,19,0,1,1
4919,5,0,108,18,0,0,0,0,-1,0,-1,11
4920,6,0,208,-1,0,-9,0,-3,-7,-1,2371,0
4921,6,0,111,-10,1,-2,3,0,-19,-2,90,-2
4922,5,0,93,-33,0,-1,0,-3,-62,-1,89,-3
4923,6,0,9,-24,0,0,0,0,-1,0,55,27
4924,6,1,57,53,2,2,3,3,13,1,0,11
4925,6,0,0,0,0,0,0,0,0,0,0,30
4926,6,0,57,47,0,-1,0,-3,12,1,14,31
4927,5,0,193,5,1,-5,3,0,26,3,81,0
4928,4,0,46,46,0,0,0,0,68,0,0,0
4929,6,0,46,3,0,0,0,0,1,0,-107,20
4930,6,0,65,-17,0,0,0,0,-6,-2,13,2
4931,6,0,105,39,4,-2,3,0,26,1,30,0
4932,3,0,0,0,0,0,0,0,12,0,0,0
4933,6,0,0,0,0,0,0,0,0,0,0,31
4934,6,0,75,18,5,2,3,0,1,-1,3,3
4935,6,0,14,14,2,2,3,3,14,0,-4,31
4936,6,0,127,-43,13,-9,3,0,157,-3,432,0
4937,6,0,168,52,2,2,3,3,9,3,567,0
4938,6,0,42,-68,1,1,3,3,-9,-1,949,3
4939,5,0,53,29,2,-2,3,1,10,0,-35,4
4940,5,0,0,0,0,0,0,0,-4,0,0,22
4941,4,0,55,55,0,0,0,0,44,0,0,0
4942,5,0,74,67,3,0,3,0,13,2,0,0
4943,6,0,52,21,0,-1,0,-3,18,-1,0,-15
4944,6,0,70,11,0,-1,0,-3,5,2,12,2
4945,1,0,0,0,0,0,0,0,0,0,0,0
4946,6,0,137,81,2,2,3,3,76,7,21,1
4947,6,0,42,32,0,0,0,0,29,0,0,4
4948,6,0,0,0,0,0,0,0,-1,0,0,3
4949,5,0,31,-47,1,-5,0,-3,-41,0,0,-5
4950,2,0,0,0,0,0,0,0,0,0,0,0
4951,5,0,123,57,0,0,0,0,1,0,2,-1
4952,6,0,114,57,1,0,3,0,63,5,3,-10
4953,6,0,0,0,0,0,0,0,22,0,0,31
4954,6,0,76,19,0,0,0,0,-2,0,0,-1
4955,5,0,89,21,0,0,0,0,-14,1,-14,-1
4956,5,0,43,-61,0,-1,0,-3,-157,0,5111,0
4957,5,0,0,0,0,0,0,0,0,0,0,0
4958,6,0,67,52,2,2,3,3,14,3,3,0
4959,5,0,52,32,4,2,3,0,-6,0,-7,-8
4960,6,0,99,-29,6,-5,3,0,-7,-2,165,-2
4961,6,0,33,33,2,2,3,3,15,0,0,-6
4962,5,0,183,19,8,-1,3,0,-9,-8,101,-1
4963,6,0,83,83,0,-1,0,-3,146,0,0,-16
4964,6,0,88,47,0,-1,0,-2,192,2,0,0
4965,6,0,7,0,2,1,3,0,-20,0,0,-23
4966,5,0,0,0,0,0,0,0,-4,0,0,-10
4967,5,0,25,-6,0,-1,0,-3,22,0,57,2
4968,5,0,0,0,1,1,3,3,-6,0,0,23
4969,6,0,0,-7,0,0,0,0,-20,0,0,7
4970,4,0,11,6,4,4,3,3,5,0,4,6
4971,2,0,0,0,0,0,0,0,0,0,0,0
4972,4,0,121,61,5,5,3,3,111,0,0,0
4973,5,0,84,-8,4,1,3,0,-7,0,7,2
4974,6,0,123,16,4,3,3,0,2,1,620,-4
4975,6,0,143,-19,1,0,3,0,4,-7,99,2
4976,6,0,38,-7,0,0,0,0,-10,0,0,-1
4977,5,0,154,131,0,-1,0,-3,42,2,8,-2
4978,4,0,28,-19,1,1,3,3,12,0,0,0
4979,5,0,0,0,0,0,0,0,-7,0,-6,20
4980,2,0,0,0,0,0,0,0,0,0,0,0
4981,5,0,170,-38,10,-11,3,0,30,-5,1085,-2
4982,5,0,143,9,5,-7,3,0,27,-2,273,0
4983,4,0,96,45,0,0,0,0,5,2,16,2
4984,5,0,87,33,1,-1,3,0,64,0,63,1
4985,4,0,99,-13,2,-1,4,1,8,0,74,0
4986,5,0,22,-29,1,0,3,0,-8,-1,0,3
4987,4,0,30,0,3,3,3,3,68,0,0,0
4988,4,0,88,83,0,0,0,0,70,1,0,1
4989,4,0,5,5,0,0,0,0,8,0,2,13
4990,4,0,59,0,1,1,3,3,-57,0,96,0
4991,5,0,145,30,0,0,0,0,104,0,531,0
4992,5,0,118,20,0,-4,0,-3,-18,-5,68,-1
4993,5,0,0,0,1,-1,3,0,1,0,-26,-7
4994,5,0,39,-2,3,2,3,0,41,0,-11,0
4995,5,0,37,20,0,0,0,0,39,0,-5,-2
4996,5,0,0,0,1,0,3,0,18,0,0,-8
4997,4,0,76,-31,1,-1,2,-1,25,0,514,0
4998,5,0,9,-8,0,-2,0,-3,-3,0,0,3
4999,5,0,5,-29,0,-1,0,-3,-6,0,-7,4
5000,4,0,86,86,0,0,0,0,37,0,0,19
5001,5,0,151,5,0,-1,0,-3,4,-3,293,0
5002,5,0,71,30,0,0,0,0,1,-1,0,-2
5003,1,0,0,0,0,0,0,0,0,0,0,0
5004,5,0,120,-36,0,-1,0,-3,7,-1,1389,0
5005,5,0,112,63,0,0,0,0,78,5,0,-2
5006,5,0,26,5,4,4,3,3,23,0,13,0
5007,4,0,10,0,0,0,0,0,60,0,0,0
5008,5,0,75,75,6,5,3,0,94,2,-16,21
5009,5,0,0,0,1,1,3,3,32,0,0,31
5010,4,0,89,6,0,-2,0,-3,-15,1,75,0
5011,5,0,117,-20,0,-2,0,-3,-14,-4,5,3
